Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Trial Status,Sponsor,Estimated Primary Completion Date,Trial Start Date,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
NIMOTUZUMAB,CHEMBL2108359,nasopharyngeal carcinoma,PHASE_2,RECRUITING,Sun Yat-sen University,2029-04-20,2025-05-16,Epidermal growth factor receptor erbB1 inhibitor,NCT06912711,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT06912711
NIMOTUZUMAB,CHEMBL2108359,esophageal squamous cell carcinoma,PHASE_2,RECRUITING,The First Affiliated Hospital with Nanjing Medical University,2027-04-01,2024-03-31,Epidermal growth factor receptor erbB1 inhibitor,NCT06988956,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT06988956
NIMOTUZUMAB,CHEMBL2108359,nasopharyngeal carcinoma,PHASE_2,RECRUITING,Ming-Yuan Chen,2027-01-30,2025-06-24,Epidermal growth factor receptor erbB1 inhibitor,NCT07070479,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT07070479
NIMOTUZUMAB,CHEMBL2108359,malignant pancreatic neoplasm,PHASE_2,RECRUITING,Zhejiang University,2027-05-15,2026-02-15,Epidermal growth factor receptor erbB1 inhibitor,NCT07240766,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT07240766
NIMOTUZUMAB,CHEMBL2108359,tonsil carcinoma,PHASE_2,RECRUITING,Tang-Du Hospital,2026-11-15,2025-11-15,Epidermal growth factor receptor erbB1 inhibitor,NCT07353723,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT07353723
NIMOTUZUMAB,CHEMBL2108359,esophageal squamous cell carcinoma,PHASE_2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,2027-06-30,2026-03-12,Epidermal growth factor receptor erbB1 inhibitor,NCT07457528,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT07457528
NIMOTUZUMAB,CHEMBL2108359,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",2028-04-30,2026-04-20,Epidermal growth factor receptor erbB1 inhibitor,NCT07601737,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT07601737
NIMOTUZUMAB,CHEMBL2108359,pancreatic ductal adenocarcinoma,PHASE_1_2,ACTIVE_NOT_RECRUITING,West China Hospital,2026-08,2025-02-10,Epidermal growth factor receptor erbB1 inhibitor,NCT06773130,"PMID:40689200 - HRS-4642 combined with nimotuzumab in the treatment of recurrent or metastatic pancreatic ductal adenocarcinoma: study protocol of a single-arm, prospective phase Ib/II trial. - (Frontiers in pharmacology 2025)",,,,,https://clinicaltrials.gov/study/NCT06773130
NIMOTUZUMAB,CHEMBL2108359,head and neck squamous cell carcinoma,PHASE_1_2,RECRUITING,Fudan University,2027-05-31,2025-05-13,Epidermal growth factor receptor erbB1 inhibitor,NCT07105592,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT07105592
NIMOTUZUMAB,CHEMBL2108359,nasopharyngeal carcinoma,UNKNOWN,RECRUITING,Fourth Affiliated Hospital of Guangxi Medical University,2024-11-30,2022-12-01,Epidermal growth factor receptor erbB1 inhibitor,NCT05717790,"PMID:33711962 - Pre-clinical study of IRDye800CW-nimotuzumab formulation, stability, pharmacokinetics, and safety. - (BMC cancer 2021)",,,,,https://clinicaltrials.gov/study/NCT05717790
AUMOLERTINIB,CHEMBL4761468,non-small cell lung carcinoma,PHASE_3,RECRUITING,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",2024-07-15,2021-03-18,Epidermal growth factor receptor erbB1 inhibitor,NCT04951635,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT04951635
AUMOLERTINIB,CHEMBL4761468,non-small cell lung carcinoma,PHASE_3,RECRUITING,Sun Yat-sen University,2028-12-31,2023-03-15,Epidermal growth factor receptor erbB1 inhibitor,NCT05768490,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT05768490
AUMOLERTINIB,CHEMBL4761468,"brain metastases, non-small cell lung carcinoma",PHASE_3,RECRUITING,"Shanghai Cancer Hospital, China",2027-12,2023-01-01,Epidermal growth factor receptor erbB1 inhibitor,NCT05800223,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT05800223
AUMOLERTINIB,CHEMBL4761468,non-small cell lung carcinoma,PHASE_3,RECRUITING,Qianfoshan Hospital,2026-09-01,2023-09-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06043973,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT06043973
AUMOLERTINIB,CHEMBL4761468,non-small cell lung carcinoma,PHASE_3,RECRUITING,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",2032-11,2025-10-30,Epidermal growth factor receptor erbB1 inhibitor,NCT07183189,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT07183189
AUMOLERTINIB,CHEMBL4761468,non-small cell lung carcinoma,PHASE_2_3,RECRUITING,Hansoh BioMedical R&D Company,2026-06-01,2024-05-28,Epidermal growth factor receptor erbB1 inhibitor,NCT06417008,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT06417008
AUMOLERTINIB,CHEMBL4761468,"synchronous multiple primary lung cancer, non-small cell lung carcinoma",PHASE_2,RECRUITING,Sun Yat-sen University,2025-12-01,2025-04-20,Epidermal growth factor receptor erbB1 inhibitor,NCT06924398,"PMID:23746675 - Treatment of multiple primary lung cancers using stereotactic radiotherapy, either with or without surgery. - (Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology 2013)",121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT06924398
AUMOLERTINIB,CHEMBL4761468,"epidermal growth factor receptor mutation positive non-small cell lung cancer, non-small cell lung carcinoma",PHASE_2,RECRUITING,Sichuan University,2027-05-05,2025-06-25,Epidermal growth factor receptor erbB1 inhibitor,NCT06951464,"PMID:41510386 - A study protocol of a single-arm, prospective, open-label, non-controlled, phase II study of neoadjuvant BL-B01D1 combined with aumolertinib in resectable stage II-IIIB non-small cell lung cancer patients with EGFR mutation. - (Translational lung cancer research 2025)",121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT06951464
AUMOLERTINIB,CHEMBL4761468,advanced solid tumor,PHASE_1_2,RECRUITING,Sun Yat-sen University,2027-03,2025-06-09,Epidermal growth factor receptor erbB1 inhibitor,NCT06947811,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT06947811
AUMOLERTINIB,CHEMBL4761468,"EGFR mutation positive non-small cell lung cancer, non-small cell lung carcinoma",PHASE_1,RECRUITING,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",2025-08-09,2024-12-05,Epidermal growth factor receptor erbB1 inhibitor,NCT07130916,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT07130916
AUMOLERTINIB,CHEMBL4761468,non-small cell lung carcinoma,UNKNOWN,RECRUITING,Kunming Medical University,2026-10-30,2023-10-30,Epidermal growth factor receptor erbB1 inhibitor,NCT06102928,"PMID:29446853 - Preclinical characterization of anlotinib, a highly potent and selective vascular endothelial growth factor receptor-2 inhibitor. - (Cancer science 2018)",121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT06102928
AUMOLERTINIB,CHEMBL4761468,"non-small cell lung carcinoma, leptomeningeal metastasis",UNKNOWN,RECRUITING,Second Affiliated Hospital of Nanchang University,2027-12-30,2026-02-15,Epidermal growth factor receptor erbB1 inhibitor,NCT07398599,PMID:35580297 - AENEAS: A Randomized Phase III Trial of Aumolertinib Versus Gefitinib as First-Line Therapy for Locally Advanced or MetastaticNon-Small-Cell Lung Cancer With EGFR Exon 19 Deletion or L858R Mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2022),121280087,C30H35N7O2,,525.6,https://clinicaltrials.gov/study/NCT07398599
BAFISONTAMAB,CHEMBL4594472,colorectal cancer,PHASE_2,RECRUITING,"Shanghai EpimAb Biotherapeutics Co., Ltd.",2027-12-30,2025-12-18,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT07314294,"PMID:41385387 - EMB-01, a Tetravalent Bispecific Antibody, Inducing Co-Degradation of EGFR and c-Met for Enhanced Anti-Tumor Efficacy. - (Cancer science 2026)",,,,,https://clinicaltrials.gov/study/NCT07314294
BAFISONTAMAB,CHEMBL4594472,"gastric cancer, hepatocellular carcinoma, colorectal cancer, cholangiocarcinoma",PHASE_1_2,RECRUITING,"Shanghai EpimAb Biotherapeutics Co., Ltd.",2025-12-31,2021-10-21,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT05176665,"PMID:41385387 - EMB-01, a Tetravalent Bispecific Antibody, Inducing Co-Degradation of EGFR and c-Met for Enhanced Anti-Tumor Efficacy. - (Cancer science 2026)",,,,,https://clinicaltrials.gov/study/NCT05176665
OSIMERTINIB MESYLATE,CHEMBL3545063,advanced solid tumors,PHASE_2,RECRUITING,"Shanghai Hengrui Pharmaceutical Co., Ltd.",2028-12,2025-03-28,Epidermal growth factor receptor erbB1 inhibitor,NCT06895928,"PMID:29998228 - Osimertinib for the treatment of patients with EGFR mutation-positive non-small cell lung cancer. - (Drugs of today (Barcelona, Spain : 1998) 2018)",78357807,C29H37N7O5S,,595.7,https://clinicaltrials.gov/study/NCT06895928
ICOTINIB,CHEMBL2087361,"EGFR-sensitive mutation-positive non-small cell lung cancer, non-small cell lung carcinoma",PHASE_3,RECRUITING,"Betta Pharmaceuticals Co., Ltd.",2028-04-30,2023-03-28,Epidermal growth factor receptor erbB1 inhibitor,NCT06041776,"PMID:31591158 - Efficacy and safety of first line treatments for patients with advanced epidermal growth factor receptor mutated, non-small cell lung cancer: systematic review and network meta-analysis. - (BMJ (Clinical research ed.) 2019)",22024915,C22H21N3O4,,391.4,https://clinicaltrials.gov/study/NCT06041776
ICOTINIB,CHEMBL2087361,non-small cell lung carcinoma,PHASE_2,RECRUITING,Peking University Cancer Hospital & Institute,2024-03-01,2021-10-25,Epidermal growth factor receptor erbB1 inhibitor,NCT05104788,"PMID:31591158 - Efficacy and safety of first line treatments for patients with advanced epidermal growth factor receptor mutated, non-small cell lung cancer: systematic review and network meta-analysis. - (BMJ (Clinical research ed.) 2019)",22024915,C22H21N3O4,,391.4,https://clinicaltrials.gov/study/NCT05104788
ICOTINIB,CHEMBL2087361,non-small cell lung carcinoma,PHASE_2,RECRUITING,Sun Yat-sen University,2026-07-30,2024-07-17,Epidermal growth factor receptor erbB1 inhibitor,NCT06517953,"PMID:31591158 - Efficacy and safety of first line treatments for patients with advanced epidermal growth factor receptor mutated, non-small cell lung cancer: systematic review and network meta-analysis. - (BMJ (Clinical research ed.) 2019)",22024915,C22H21N3O4,,391.4,https://clinicaltrials.gov/study/NCT06517953
AMIVANTAMAB,CHEMBL4297774,colorectal cancer,PHASE_3,RECRUITING,"Janssen Research & Development, LLC",2028-12-15,2024-10-18,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06662786,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06662786
AMIVANTAMAB,CHEMBL4297774,colorectal cancer,PHASE_3,RECRUITING,"Janssen Research & Development, LLC",2027-12-15,2024-12-12,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06750094,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06750094
AMIVANTAMAB,CHEMBL4297774,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,"Janssen Research & Development, LLC",2029-06-18,2025-12-03,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT07276399,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT07276399
AMIVANTAMAB,CHEMBL4297774,"advanced solid tumours, neoplasm, neoplasm",PHASE_2,RECRUITING,Vall d'Hebron Institute of Oncology,2025-05,2018-12-10,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT03767075,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT03767075
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Janssen Research & Development, LLC",2027-08-17,2022-11-11,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT05498428,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT05498428
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_2,RECRUITING,SWOG Cancer Research Network,2028-05-31,2024-11-19,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06116682,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06116682
